,"Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office","Powersmiths Head Office"
"READING_DATE","Forge Hallway - Temperature","Forge Room - Temperature","IT Closet-Temperature","Temp South Wall","Temp.Coil_A","Temp.Coil_B","Temp.Coil_C","Temperature North Wall"
03/26/2013 17:00:00,26.25833,26.12500,31.43333,16.42500,,,,10.88333
03/26/2013 18:00:00,26.06667,25.99167,32.04167,12.00000,,,,9.90000
03/26/2013 19:00:00,24.79167,25.49167,32.18333,9.65000,,,,8.25833
03/26/2013 20:00:00,23.31667,24.67500,31.90000,6.87500,,,,6.38333
03/26/2013 21:00:00,22.42500,23.95000,31.35833,5.35000,,,,5.14167
03/26/2013 22:00:00,21.66667,23.30833,30.79167,3.95000,,,,4.15833
03/26/2013 23:00:00,21.02500,22.75000,30.26667,3.17500,,,,3.75833
03/27/2013 00:00:00,20.54167,22.28333,29.80000,3.02500,,,,3.88333
03/27/2013 01:00:00,20.13333,21.85833,29.31667,3.72500,,,,4.08333
03/27/2013 02:00:00,19.85833,21.55000,28.88333,3.97500,,,,4.05000
03/27/2013 03:00:00,19.56667,21.25833,28.50833,3.87500,,,,3.92500
03/27/2013 04:00:00,19.32500,21.00833,28.15833,3.65000,,,,3.87500
03/27/2013 05:00:00,19.10000,20.74167,27.89167,2.95000,,,,3.44167
03/27/2013 06:00:00,19.24167,20.69167,27.67500,2.52500,,,,3.06667
03/27/2013 07:00:00,19.50833,20.76667,27.69167,2.75000,,,,2.86667
03/27/2013 08:00:00,20.63333,21.29167,28.11667,5.77500,,,,3.80833
03/27/2013 09:00:00,21.00833,22.62500,28.57500,12.15000,,,,5.07500
03/27/2013 10:00:00,22.80000,24.89167,29.37500,18.00000,,,,6.76667
03/27/2013 11:00:00,22.39167,24.04167,30.09167,16.40000,,,,7.36667
03/27/2013 12:00:00,22.46667,23.93333,30.40833,15.62500,,,,8.15000
03/27/2013 13:00:00,22.61667,24.16667,30.41667,18.32500,,,,7.83333
03/27/2013 14:00:00,22.65833,23.90000,30.30000,16.40000,,,,7.87500
03/27/2013 15:00:00,22.93333,23.78333,30.25000,13.52500,,,,8.23333
03/27/2013 16:00:00,22.75833,23.70833,30.21667,11.02500,,,,7.62500
03/27/2013 17:00:00,22.58333,23.57500,30.20000,10.22500,,,,7.21667
03/27/2013 18:00:00,21.87500,23.23333,30.05833,8.50000,,,,6.33333
03/27/2013 19:00:00,21.28333,22.71667,29.77500,7.27500,,,,5.28333
03/27/2013 20:00:00,20.82500,22.31667,29.44167,5.42500,,,,3.98333
03/27/2013 21:00:00,20.39167,21.90000,29.05833,4.20000,,,,3.95000
03/27/2013 22:00:00,20.06667,21.60000,28.72500,3.77500,,,,4.18333
03/27/2013 23:00:00,19.72500,21.31667,28.44167,3.50000,,,,3.91667
03/28/2013 00:00:00,19.46667,21.06667,28.17500,3.75000,,,,3.90833
03/28/2013 01:00:00,19.25000,20.80000,27.90833,3.85000,,,,3.90000
03/28/2013 02:00:00,19.04167,20.59167,27.61667,3.72500,,,,3.82500
03/28/2013 03:00:00,18.84167,20.37500,27.35000,2.90000,,,,3.51667
03/28/2013 04:00:00,18.65000,20.16667,27.09167,2.72500,,,,3.54167
03/28/2013 05:00:00,18.49167,20.10833,26.87500,3.17500,,,,3.58333
03/28/2013 06:00:00,19.70000,21.33333,26.96667,3.50000,,,,3.86667
03/28/2013 07:00:00,19.52500,20.55000,27.10833,3.95000,,,,3.90000
03/28/2013 08:00:00,21.62500,23.25000,27.47500,4.50000,,,,4.42500
03/28/2013 09:00:00,21.70000,22.42500,28.15833,6.67500,,,,4.95000
03/28/2013 10:00:00,21.79167,22.34167,28.41667,8.92500,,,,5.98333
03/28/2013 11:00:00,22.35000,22.57500,28.70833,11.37500,,,,7.25000
03/28/2013 12:00:00,24.73333,26.12500,29.29167,13.97500,,,,8.09167
03/28/2013 13:00:00,23.45833,23.95833,29.78333,14.52500,,,,8.30000
03/28/2013 14:00:00,22.91667,23.41667,29.79167,11.92500,,,,8.05000
03/28/2013 15:00:00,22.89167,23.23333,29.74167,11.02500,,,,8.13333
03/28/2013 16:00:00,23.46667,23.69167,29.96667,11.07500,,,,9.00000
03/28/2013 17:00:00,23.47500,23.97500,30.15000,10.70000,,,,9.04167
03/28/2013 18:00:00,22.54167,23.51667,30.32500,8.95000,,,,8.32500
03/28/2013 19:00:00,21.72500,22.90000,30.35833,7.95000,,,,7.45833
03/28/2013 20:00:00,21.13333,22.40833,30.12500,6.85000,,,,6.98333
03/28/2013 21:00:00,20.60000,21.99167,29.76667,6.45000,,,,6.40833
03/28/2013 22:00:00,20.21667,21.65000,29.43333,5.87500,,,,6.15000
03/28/2013 23:00:00,19.89167,21.33333,29.09167,5.47500,,,,6.20000
03/29/2013 00:00:00,19.62500,21.06667,28.80000,5.27500,,,,6.05833
03/29/2013 01:00:00,19.34167,20.76667,28.48333,5.17500,,,,5.80833
03/29/2013 02:00:00,19.15000,20.52500,28.17500,4.82500,,,,5.86667
03/29/2013 03:00:00,18.91667,20.31667,27.90000,4.37500,,,,5.68333
03/29/2013 04:00:00,18.69167,20.05000,27.63333,4.20000,,,,5.36667
03/29/2013 05:00:00,18.50000,19.91667,27.41667,4.02500,,,,5.12500
03/29/2013 06:00:00,18.82500,19.95833,27.30000,3.80000,,,,4.89167
03/29/2013 07:00:00,19.10000,20.05833,27.34167,3.50000,,,,4.94167
03/29/2013 08:00:00,20.05833,20.40833,27.71667,5.20000,,,,5.25000
03/29/2013 09:00:00,20.44167,20.70833,28.09167,12.37500,,,,6.12500
03/29/2013 10:00:00,21.03333,21.24167,28.43333,22.00000,,,,7.56667
03/29/2013 11:00:00,21.64167,21.69167,28.82500,24.90000,,,,8.70000
03/29/2013 12:00:00,22.25833,22.19167,29.19167,25.72500,,,,9.35833
03/29/2013 13:00:00,23.30000,22.71667,29.54167,25.97500,,,,9.93333
03/29/2013 14:00:00,24.18333,23.26667,29.90000,23.92500,,,,10.34167
03/29/2013 15:00:00,24.83333,23.86667,30.29167,21.65000,,,,11.01667
03/29/2013 16:00:00,25.63333,24.43333,30.73333,17.15000,,,,12.13333
03/29/2013 17:00:00,25.98333,24.81667,31.14167,14.50000,,,,12.55833
03/29/2013 18:00:00,25.79167,24.88333,31.43333,13.92500,,,,12.21667
03/29/2013 19:00:00,24.52500,24.44167,31.50833,12.60000,,,,10.19167
03/29/2013 20:00:00,23.00833,23.61667,31.32500,9.77500,,,,8.53333
03/29/2013 21:00:00,22.04167,22.97500,30.80833,7.90000,,,,7.90833
03/29/2013 22:00:00,21.36667,22.45000,30.32500,6.92500,,,,7.30833
03/29/2013 23:00:00,20.80833,21.99167,29.85833,6.07500,,,,6.76667
03/30/2013 00:00:00,20.34167,21.60833,29.43333,5.27500,,,,5.97500
03/30/2013 01:00:00,19.97500,21.28333,29.01667,4.27500,,,,5.10000
03/30/2013 02:00:00,19.55833,20.93333,28.60000,3.25000,,,,4.52500
03/30/2013 03:00:00,19.23333,20.60833,28.22500,2.72500,,,,4.28333
03/30/2013 04:00:00,18.93333,20.31667,27.90000,2.07500,,,,3.75000
03/30/2013 05:00:00,18.66667,20.14167,27.55833,1.42500,,,,3.05833
03/30/2013 06:00:00,21.54167,24.20833,27.84167,1.35000,,,,3.04167
03/30/2013 07:00:00,21.27500,23.50000,28.17500,3.12500,,,,3.73333
03/30/2013 08:00:00,23.48333,26.24167,28.65000,12.35000,,,,4.90833
03/30/2013 09:00:00,23.10833,24.60833,29.07500,20.02500,,,,6.75000
03/30/2013 10:00:00,22.97500,23.74167,29.30000,25.52500,,,,7.95000
03/30/2013 11:00:00,23.09167,23.75000,29.54167,27.40000,,,,9.11667
03/30/2013 12:00:00,23.51667,23.97500,29.78333,28.20000,,,,9.86667
03/30/2013 13:00:00,23.87500,23.30000,30.00000,26.60000,,,,10.46667
03/30/2013 14:00:00,24.38333,23.70833,30.28333,25.27500,,,,11.00000
03/30/2013 15:00:00,24.99167,24.20000,30.68333,21.75000,,,,12.45000
03/30/2013 16:00:00,25.80833,24.71667,31.09167,17.72500,,,,13.86667
03/30/2013 17:00:00,26.20000,25.02500,31.45833,16.32500,,,,14.25000
03/30/2013 18:00:00,25.76667,24.98333,31.67500,15.00000,,,,14.15833
03/30/2013 19:00:00,24.41667,24.42500,31.68333,13.22500,,,,12.74167
03/30/2013 20:00:00,23.01667,23.59167,31.39167,11.05000,,,,11.17500
03/30/2013 21:00:00,22.19167,23.00833,30.85833,10.05000,,,,10.36667
03/30/2013 22:00:00,21.58333,22.55000,30.42500,8.92500,,,,9.70000
03/30/2013 23:00:00,21.10000,22.17500,30.04167,8.10000,,,,9.12500
03/31/2013 00:00:00,20.70000,21.85000,29.74167,7.60000,,,,8.78333
03/31/2013 01:00:00,20.36667,21.58333,29.45833,7.17500,,,,8.25000
03/31/2013 02:00:00,20.12500,21.33333,29.14167,6.82500,,,,7.91667
03/31/2013 03:00:00,19.90000,21.12500,28.91667,6.42500,,,,7.32500
03/31/2013 04:00:00,19.61667,20.90833,28.65833,5.85000,,,,6.75833
03/31/2013 05:00:00,19.46667,20.80000,28.45000,5.55000,,,,6.60833
03/31/2013 06:00:00,21.66667,23.85833,28.63333,5.35000,,,,6.20000
03/31/2013 07:00:00,20.99167,22.33333,28.86667,5.30000,,,,6.25833
03/31/2013 08:00:00,23.41667,26.43333,29.24167,6.52500,,,,7.13333
03/31/2013 09:00:00,22.84167,24.90000,29.68333,8.05000,,,,8.50000
03/31/2013 10:00:00,22.95000,24.79167,29.88333,10.75000,,,,10.21667
03/31/2013 11:00:00,23.00000,24.69167,30.00000,12.95000,,,,11.85000
03/31/2013 12:00:00,22.96667,24.34167,30.20833,14.15000,,,,12.59167
03/31/2013 13:00:00,22.90000,24.10833,30.35000,14.70000,,,,13.24167
03/31/2013 14:00:00,22.98333,24.52500,30.40833,14.72500,,,,13.45000
03/31/2013 15:00:00,23.13333,24.83333,30.56667,13.52500,,,,12.28333
03/31/2013 16:00:00,23.05000,25.05000,30.58333,12.50000,,,,11.91667
03/31/2013 17:00:00,22.89167,24.47500,30.57500,12.57500,,,,12.05833
03/31/2013 18:00:00,21.98333,22.90000,30.36667,11.97500,,,,11.73333
03/31/2013 19:00:00,21.37500,22.37500,30.03333,11.02500,,,,11.23333
03/31/2013 20:00:00,20.90000,21.95833,29.72500,9.50000,,,,10.47500
03/31/2013 21:00:00,20.51667,21.69167,29.36667,8.87500,,,,10.08333
03/31/2013 22:00:00,20.19167,21.44167,29.09167,8.80000,,,,9.90000
03/31/2013 23:00:00,19.90000,21.16667,28.92500,8.02500,,,,9.09167
04/01/2013 00:00:00,19.61667,20.97500,28.70000,7.65000,,,,9.05833
04/01/2013 01:00:00,19.41667,20.75000,28.52500,7.52500,,,,8.73333
04/01/2013 02:00:00,19.27500,20.60000,28.34167,6.75000,,,,8.15000
04/01/2013 03:00:00,19.00833,20.38333,28.11667,6.72500,,,,6.03333
04/01/2013 04:00:00,18.79167,20.18333,27.90833,5.27500,,,,3.98333
04/01/2013 05:00:00,18.49167,20.05000,27.63333,4.60000,,,,2.73333
04/01/2013 06:00:00,21.48333,24.44167,27.85833,3.15000,,,,1.50000
04/01/2013 07:00:00,21.50000,23.55000,28.29167,2.55000,,,,1.49167
04/01/2013 08:00:00,23.66667,26.26667,29.02500,6.12500,,,,1.25000
04/01/2013 09:00:00,23.32500,24.60833,29.65000,9.97500,,,,1.44167
04/01/2013 10:00:00,23.15000,24.55000,30.03333,11.25000,,,,1.91667
04/01/2013 11:00:00,22.03333,23.12500,29.60000,11.30000,,,,1.57500
04/01/2013 12:00:00,21.16667,22.12500,28.98333,11.60000,,,,1.78333
04/01/2013 13:00:00,21.00833,22.01667,28.78333,9.32500,,,,1.43333
04/01/2013 14:00:00,21.03333,22.05000,29.02500,8.40000,,,,1.59167
04/01/2013 15:00:00,21.47500,22.05833,29.17500,7.82500,,,,2.61667
04/01/2013 16:00:00,21.60833,22.06667,29.02500,7.27500,,,,2.55000
04/01/2013 17:00:00,21.85000,22.35000,29.50000,6.60000,,,,2.54167
04/01/2013 18:00:00,21.38333,22.20833,29.69167,2.62500,,,,2.22500
04/01/2013 19:00:00,20.60000,21.85000,29.54167,1.22500,,,,1.05000
04/01/2013 20:00:00,19.80833,21.30833,29.20000,0.30000,,,,0.14167
04/01/2013 21:00:00,19.40833,20.93333,28.88333,-0.60000,,,,-0.59167
04/01/2013 22:00:00,18.83333,20.50000,28.53333,-1.57500,,,,-1.16667
04/01/2013 23:00:00,18.35833,20.10000,28.13333,-2.40000,,,,-1.23333
04/02/2013 00:00:00,17.92500,19.69167,27.75833,-2.65000,,,,-1.61667
04/02/2013 01:00:00,17.67500,19.40000,27.36667,-3.00000,,,,-1.72500
04/02/2013 02:00:00,17.41667,19.15000,27.03333,-3.25000,,,,-1.98333
04/02/2013 03:00:00,17.25000,18.91667,26.71667,-3.30000,,,,-2.10833
04/02/2013 04:00:00,17.10000,18.71667,26.50000,-3.60000,,,,-1.99167
04/02/2013 05:00:00,16.97500,18.55833,26.30833,-4.02500,,,,-1.80000
04/02/2013 06:00:00,17.31667,18.51667,26.20000,-4.25000,,,,-1.95833
04/02/2013 07:00:00,20.10000,22.93333,26.44167,-2.60000,,,,-2.17500
04/02/2013 08:00:00,23.90833,27.12500,27.91667,1.45000,,,,-1.58333
04/02/2013 09:00:00,23.15000,25.20000,29.00833,4.85000,,,,-0.82500
04/02/2013 10:00:00,22.16667,23.24167,29.58333,7.15000,,,,0.52500
04/02/2013 11:00:00,22.20833,23.72500,29.72500,7.75000,,,,1.55833
04/02/2013 12:00:00,22.04167,22.99167,29.90000,9.30000,,,,1.92500
04/02/2013 13:00:00,22.02500,22.52500,29.55000,10.05000,,,,2.99167
04/02/2013 14:00:00,22.16667,22.45833,29.54167,9.60000,,,,3.35000
04/02/2013 15:00:00,22.31667,22.49167,29.76667,7.75000,,,,2.23333
04/02/2013 16:00:00,21.98333,22.50000,29.70000,4.35000,,,,1.67500
04/02/2013 17:00:00,21.90833,22.30833,29.30000,4.00000,,,,2.36667
04/02/2013 18:00:00,21.31667,22.02500,29.17500,2.67500,,,,2.29167
04/02/2013 19:00:00,20.50833,21.65833,29.06667,1.82500,,,,1.62500
04/02/2013 20:00:00,20.13333,22.20000,28.79167,0.42500,,,,0.66667
04/02/2013 21:00:00,20.11667,22.11667,28.63333,-0.42500,,,,0.40833
04/02/2013 22:00:00,19.23333,20.90000,28.40833,-1.12500,,,,-0.05833
04/02/2013 23:00:00,18.53333,20.29167,27.95000,-1.35000,,,,-0.34167
04/03/2013 00:00:00,18.04167,19.85000,27.54167,-1.70000,,,,-0.49167
04/03/2013 01:00:00,17.70000,19.46667,27.10833,-1.97500,,,,-0.84167
04/03/2013 02:00:00,17.48333,19.22500,26.78333,-2.50000,,,,-1.08333
04/03/2013 03:00:00,17.24167,18.96667,26.48333,-2.85000,,,,-1.65000
04/03/2013 04:00:00,17.05833,18.77500,26.14167,-3.40000,,,,-1.95000
04/03/2013 05:00:00,16.90000,18.68333,25.94167,-3.85000,,,,-2.21667
04/03/2013 06:00:00,21.37500,25.70833,26.43333,-4.20000,,,,-2.07500
04/03/2013 07:00:00,21.30833,23.39167,27.25000,-1.90000,,,,-2.05833
04/03/2013 08:00:00,23.01667,25.15833,28.09167,5.52500,,,,-1.55833
04/03/2013 09:00:00,22.29167,23.40000,28.60000,10.77500,,,,-0.65833
04/03/2013 10:00:00,22.42500,23.65000,29.03333,15.17500,,,,0.17500
04/03/2013 11:00:00,22.24167,22.93333,29.40000,17.47500,,,,0.98333
04/03/2013 12:00:00,22.08333,22.51667,29.31667,18.27500,,,,1.25000
04/03/2013 13:00:00,22.53333,22.65000,29.20000,19.45000,,,,1.85833
04/03/2013 14:00:00,23.46667,23.06667,29.62500,18.55000,,,,2.41667
04/03/2013 15:00:00,24.15833,23.63333,30.04167,11.57500,,,,2.99167
04/03/2013 16:00:00,24.70000,24.09167,30.40833,7.05000,,,,3.92727
04/03/2013 17:00:00,24.63333,24.22500,30.70000,6.05000,,,,3.79167
04/03/2013 18:00:00,24.04167,23.95833,30.80000,4.02500,,,,3.81667
04/03/2013 19:00:00,22.58333,23.37500,30.70000,2.30000,,,,2.18333
04/03/2013 20:00:00,21.22500,22.61667,30.32500,1.22500,,,,1.45833
04/03/2013 21:00:00,20.37500,21.92500,29.78333,0.67500,,,,2.03333
04/03/2013 22:00:00,19.76667,21.41667,29.30833,0.10000,,,,1.85833
04/03/2013 23:00:00,19.28333,21.00833,28.87500,-0.42500,,,,1.75833
04/04/2013 00:00:00,18.86667,20.62500,28.49167,-0.90000,,,,1.30000
04/04/2013 01:00:00,18.51667,20.26667,28.12500,-1.30000,,,,0.97500
04/04/2013 02:00:00,18.24167,19.95000,27.73333,-1.65000,,,,1.00833
04/04/2013 03:00:00,17.90833,19.65833,27.38333,-1.80000,,,,0.79167
04/04/2013 04:00:00,17.60833,19.38333,27.02500,-2.20000,,,,0.68333
04/04/2013 05:00:00,17.33333,19.24167,26.78333,-2.20000,,,,0.41667
04/04/2013 06:00:00,19.71667,22.44167,26.89167,-2.02500,,,,0.96667
04/04/2013 07:00:00,19.10833,20.26667,27.11667,0.12500,,,,1.37500
04/04/2013 08:00:00,19.65833,20.33333,27.40000,6.42500,,,,2.28333
04/04/2013 09:00:00,19.88333,20.51667,27.75000,11.32500,,,,3.54167
04/04/2013 10:00:00,20.34167,21.30000,28.15833,15.55000,,,,5.00000
04/04/2013 11:00:00,20.89167,21.84167,28.50833,18.47500,,,,6.38333
04/04/2013 12:00:00,21.40000,22.23333,28.76667,20.42500,,,,7.68333
04/04/2013 13:00:00,22.49167,22.74167,28.89167,21.55000,,,,9.05833
04/04/2013 14:00:00,23.83333,23.32500,29.10000,21.62500,,,,9.98333
04/04/2013 15:00:00,24.88333,23.78333,29.30000,19.82500,,,,11.41667
04/04/2013 16:00:00,25.76667,24.40000,29.78333,14.82500,,,,12.61667
04/04/2013 17:00:00,25.95000,24.78333,30.35833,12.97500,,,,13.06667
04/04/2013 18:00:00,25.48333,24.71667,30.59167,11.65000,,,,12.98333
04/04/2013 19:00:00,24.17500,24.32500,30.56667,10.47500,,,,11.41667
04/04/2013 20:00:00,22.76667,23.72500,30.30000,8.75000,,,,9.73333
04/04/2013 21:00:00,21.87500,23.18333,29.90000,7.30000,,,,8.70000
04/04/2013 22:00:00,21.26667,22.65000,29.49167,6.55000,,,,8.44167
04/04/2013 23:00:00,20.85833,22.30833,29.11667,6.32500,,,,7.78333
04/05/2013 00:00:00,20.55000,21.99167,28.81667,6.67500,,,,7.18333
04/05/2013 01:00:00,20.31667,21.73333,28.51667,6.92500,,,,6.78333
04/05/2013 02:00:00,20.05833,21.54167,28.26667,6.42500,,,,6.61667
04/05/2013 03:00:00,19.84167,21.31667,28.00000,5.72500,,,,5.98333
04/05/2013 04:00:00,19.58333,21.12500,27.75000,4.30000,,,,5.15833
04/05/2013 05:00:00,19.35000,20.92500,27.55000,3.15000,,,,4.52500
04/05/2013 06:00:00,19.44167,20.83333,27.40000,2.45000,,,,3.67500
04/05/2013 07:00:00,19.56667,20.92500,27.35000,4.05000,,,,3.59167
04/05/2013 08:00:00,21.20833,23.05000,27.60000,10.20000,,,,4.10000
04/05/2013 09:00:00,22.20833,23.08333,28.40000,8.52500,,,,4.47500
04/05/2013 10:00:00,22.43333,23.57500,28.69167,11.55000,,,,5.10833
04/05/2013 11:00:00,22.39167,22.87500,28.86667,13.27500,,,,5.83333
04/05/2013 12:00:00,22.46667,22.70000,28.70000,15.40000,,,,5.80000
04/05/2013 13:00:00,22.73333,22.86667,28.71667,17.72500,,,,6.63333
04/05/2013 14:00:00,23.20000,23.14167,28.80000,18.35000,,,,6.80833
04/05/2013 15:00:00,23.68333,23.43333,28.88333,16.37500,,,,6.94167
04/05/2013 16:00:00,24.42500,23.60000,28.99167,12.25000,,,,6.75000
04/05/2013 17:00:00,24.32500,23.72500,29.12500,9.20000,,,,6.63333
04/05/2013 18:00:00,24.14167,23.68333,29.15833,8.25000,,,,6.01667
04/05/2013 19:00:00,22.79167,23.30000,29.01667,5.87500,,,,3.95833
04/05/2013 20:00:00,21.37500,22.59167,28.65833,3.17500,,,,2.62500
04/05/2013 21:00:00,20.44167,21.97500,28.05833,1.32500,,,,2.37500
04/05/2013 22:00:00,19.76667,21.50000,27.54167,0.62500,,,,2.15000
04/05/2013 23:00:00,19.28333,21.11667,27.06667,0.15000,,,,1.79167
04/06/2013 00:00:00,18.87500,20.65000,26.62500,-0.35000,,,,1.36667
04/06/2013 01:00:00,18.46667,20.30000,26.14167,-0.90000,,,,1.15833
04/06/2013 02:00:00,18.16667,19.95833,25.75833,-1.30000,,,,1.02500
04/06/2013 03:00:00,17.84167,19.65000,25.35833,-1.50000,,,,0.76667
04/06/2013 04:00:00,17.72500,19.45833,25.09167,-1.77500,,,,0.61667
04/06/2013 05:00:00,17.54167,19.34167,24.85833,-2.12500,,,,0.49167
04/06/2013 06:00:00,21.38333,24.98333,25.51667,-2.70000,,,,0.15833
04/06/2013 07:00:00,21.28333,23.61667,26.04167,-0.62500,,,,0.61667
04/06/2013 08:00:00,23.05833,25.37500,26.70000,8.80000,,,,1.94167
04/06/2013 09:00:00,23.10833,25.24167,27.08333,13.62500,,,,3.25000
04/06/2013 10:00:00,22.77500,24.26667,27.30833,14.60000,,,,4.25833
04/06/2013 11:00:00,22.90000,24.60833,27.50833,17.05000,,,,5.32500
04/06/2013 12:00:00,23.05000,24.30833,27.62500,14.22500,,,,6.10000
04/06/2013 13:00:00,22.95000,23.75000,27.68333,13.90000,,,,7.24167
04/06/2013 14:00:00,22.79167,23.80000,27.88333,12.00000,,,,8.27500
04/06/2013 15:00:00,22.93333,24.54167,28.05000,10.27500,,,,8.79167
04/06/2013 16:00:00,22.80833,23.73333,28.08333,9.20000,,,,9.06667
04/06/2013 17:00:00,22.72500,23.85833,28.08333,8.25000,,,,8.40000
04/06/2013 18:00:00,21.54167,22.51667,27.86667,6.60000,,,,6.98333
04/06/2013 19:00:00,20.74167,21.91667,27.48333,5.02500,,,,5.70000
04/06/2013 20:00:00,20.17500,21.48333,27.10833,4.35000,,,,4.80000
04/06/2013 21:00:00,19.89167,21.20000,26.80833,3.80000,,,,4.67500
04/06/2013 22:00:00,19.43333,20.97500,26.60000,3.60000,,,,4.59167
04/06/2013 23:00:00,19.10833,20.74167,26.35000,3.60000,,,,4.94167
04/07/2013 00:00:00,18.88333,20.48333,26.12500,3.82500,,,,5.16667
04/07/2013 01:00:00,18.68333,20.30000,25.94167,3.92500,,,,5.27500
04/07/2013 02:00:00,18.48333,20.08333,25.73333,4.12500,,,,5.37500
04/07/2013 03:00:00,18.39167,20.00000,25.55000,4.10000,,,,5.41667
04/07/2013 04:00:00,18.27500,19.86667,25.38333,4.72500,,,,5.89167
04/07/2013 05:00:00,18.21667,19.80000,25.24167,5.32500,,,,6.32500
04/07/2013 06:00:00,21.54167,23.92500,25.86667,5.97500,,,,6.79167
04/07/2013 07:00:00,21.15000,23.17500,26.33333,6.70000,,,,7.53333
04/07/2013 08:00:00,21.59167,23.45000,26.85000,6.80000,,,,7.96667
04/07/2013 09:00:00,21.98333,24.63333,26.93333,9.72500,,,,10.18333
04/07/2013 10:00:00,22.94167,25.13333,27.51667,12.42500,,,,12.26667
04/07/2013 11:00:00,23.07500,24.65833,27.75833,18.57500,,,,14.44167
04/07/2013 12:00:00,23.05000,23.79167,27.88333,21.52500,,,,15.62500
04/07/2013 13:00:00,22.88333,23.10833,28.04167,20.70000,,,,14.50833
04/07/2013 14:00:00,23.19167,24.70833,28.25833,16.80000,,,,13.60833
04/07/2013 15:00:00,22.81667,24.05000,28.38333,15.17500,,,,12.81667
04/07/2013 16:00:00,22.95833,24.70000,28.44167,14.17500,,,,11.70000
04/07/2013 17:00:00,22.85833,24.75000,28.44167,13.07500,,,,10.55000
04/07/2013 18:00:00,21.68333,22.76667,28.19167,11.57500,,,,8.98333
04/07/2013 19:00:00,20.86667,22.15833,27.80833,10.67500,,,,8.02500
04/07/2013 20:00:00,20.39167,21.72500,27.43333,8.85000,,,,7.35833
04/07/2013 21:00:00,20.05833,21.41667,27.02500,9.00000,,,,6.95833
04/07/2013 22:00:00,19.70833,21.20000,26.81667,7.70000,,,,6.89167
04/07/2013 23:00:00,19.41667,21.00833,26.60833,7.15000,,,,6.68333
04/08/2013 00:00:00,19.21667,20.75000,26.41667,6.57500,,,,6.80833
04/08/2013 01:00:00,18.96667,20.54167,26.18333,6.40000,,,,6.81667
04/08/2013 02:00:00,18.88333,20.40000,26.00833,6.52500,,,,6.77500
04/08/2013 03:00:00,18.76667,20.27500,25.88333,6.47500,,,,6.94167
04/08/2013 04:00:00,18.61667,20.16667,25.73333,6.27500,,,,6.76667
04/08/2013 05:00:00,18.52500,20.09167,25.64167,6.25000,,,,6.78333
04/08/2013 06:00:00,21.53333,23.96667,26.10000,6.12500,,,,6.61667
04/08/2013 07:00:00,21.16667,22.47500,26.55000,6.40000,,,,6.71667
04/08/2013 08:00:00,23.65833,25.87500,27.47500,8.62500,,,,7.35833
04/08/2013 09:00:00,23.23333,24.42500,28.45000,12.72500,,,,8.40833
04/08/2013 10:00:00,22.99167,23.42500,28.95000,17.10000,,,,9.94167
04/08/2013 11:00:00,22.85000,23.30000,30.73333,17.30000,,,,10.23333
04/08/2013 12:00:00,23.06667,23.40000,30.30833,18.57500,,,,11.01667
04/08/2013 13:00:00,23.65000,23.60000,29.67500,15.85000,,,,12.15000
04/08/2013 14:00:00,23.87500,23.86667,29.84167,15.62500,,,,12.46667
04/08/2013 15:00:00,23.52500,24.00833,29.75833,15.85000,,,,10.91667
04/08/2013 16:00:00,23.09167,23.96667,29.56667,12.62500,,,,8.90833
04/08/2013 17:00:00,23.15833,24.72500,30.50000,8.57500,,,,7.60000
04/08/2013 18:00:00,22.53333,23.70833,30.96667,5.85000,,,,7.03333
04/08/2013 19:00:00,21.85000,23.14167,30.91667,5.70000,,,,7.56667
04/08/2013 20:00:00,21.37500,22.73333,30.72500,6.25000,,,,7.77500
04/08/2013 21:00:00,21.09167,22.51667,30.51667,6.20000,,,,7.74167
04/08/2013 22:00:00,20.83333,22.25833,30.35000,6.25000,,,,7.82500
04/08/2013 23:00:00,20.67500,22.11667,30.19167,6.72500,,,,8.15000
04/09/2013 00:00:00,20.52500,21.94167,30.02500,7.35000,,,,8.99167
04/09/2013 01:00:00,20.37500,21.80000,29.86667,7.92500,,,,9.26667
04/09/2013 02:00:00,20.19167,21.65000,29.66667,8.52500,,,,9.35000
04/09/2013 03:00:00,20.04167,21.50000,29.51667,9.57500,,,,8.69167
04/09/2013 04:00:00,19.95833,21.38333,29.30833,7.75000,,,,7.83333
04/09/2013 05:00:00,19.80833,21.26667,29.16667,7.15000,,,,7.39167
04/09/2013 06:00:00,21.45833,23.35833,29.29167,6.32500,,,,7.64167
04/09/2013 07:00:00,21.48333,23.18333,29.50833,8.95000,,,,7.94167
04/09/2013 08:00:00,23.55833,25.55000,29.90833,14.62500,,,,8.53333
04/09/2013 09:00:00,23.09167,23.91667,29.83333,16.45000,,,,9.14167
04/09/2013 10:00:00,23.00833,23.30833,29.83333,20.15000,,,,10.84167
04/09/2013 11:00:00,23.63333,23.77500,30.11667,24.45000,,,,12.44167
04/09/2013 12:00:00,24.10000,23.90000,30.35000,24.47500,,,,13.47500
04/09/2013 13:00:00,24.77500,24.20833,30.55833,25.42500,,,,14.49167
04/09/2013 14:00:00,25.38333,24.75000,30.83333,23.85000,,,,15.65833
04/09/2013 15:00:00,24.66667,25.64167,31.06667,22.10000,,,,14.81667
