@relation dodgers

@attribute Date numeric
@attribute Time numeric
@attribute Reading numeric
@attribute TimeOfDay numeric

@data
3,1500,12,1
3,1800,16,1
3,2100,18,1
3,2400,16,1
3,2700,15,1
3,3000,22,1
3,3300,18,1
3,3600,11,1
3,3900,19,1
3,660,8,1
3,960,18,1
3,1260,13,1
3,1560,16,1
3,1860,17,1
3,2160,19,1
3,2460,20,1
3,2760,11,1
3,3060,23,1
3,3360,11,1
3,3660,22,1
3,3960,32,1
3,720,24,0
3,1020,17,0
3,1320,34,0
3,1620,13,0
3,1920,20,0
3,2220,22,0
3,2520,12,0
3,2820,14,0
3,3120,17,0
3,3420,17,0
3,3720,18,0
3,4020,17,0
3,780,18,1
3,1080,18,1
3,1380,17,1
3,1680,18,1
3,1980,19,1
3,2280,23,1
3,2580,13,1
3,2880,21,1
3,3180,27,1
3,3480,23,1
3,3780,16,1
3,4080,22,1
3,840,24,1
3,1140,27,1
3,1440,15,1
3,1740,21,1
3,2040,18,1
3,2340,29,1
3,2640,12,1
3,2940,20,1
3,3240,29,1
3,3540,18,1
3,3840,20,1
3,4140,20,1
3,900,15,1
3,1200,17,1
3,1500,20,1
3,1800,17,1
3,2100,18,1
3,2400,19,1
3,2700,17,1
3,3000,15,1
3,3300,17,1
3,3600,23,1
3,3900,14,1
3,4200,17,1
3,960,18,1
3,1260,20,1
3,1560,13,1
3,1860,20,1
3,2160,13,1
3,2460,23,1
3,2760,18,1
3,3060,12,1
3,3360,22,1
3,3660,16,1
3,3960,13,1
3,4260,17,1
3,1020,15,2
3,1320,20,2
3,1620,23,2
3,1920,19,2
3,2220,20,2
3,2520,15,2
3,2820,27,2
3,3120,13,2
3,3420,11,2
3,3720,13,2
3,4020,19,2
3,4320,19,2
3,1080,21,2
3,1380,5,2
3,1680,11,2
3,1980,16,2
3,2280,11,2
3,2580,18,2
3,2880,12,2
3,3180,18,2
3,3480,22,2
3,3780,13,2
3,4080,13,2
3,4380,13,2
3,1140,18,2
3,1440,18,2
3,1740,19,2
3,2040,25,2
3,2340,23,2
3,2640,32,2
3,2940,31,2
3,3240,28,2
3,3540,38,2
3,3840,44,2
3,4140,48,2
3,4440,46,2
3,1200,45,2
3,1500,51,2
3,1800,52,2
3,2100,52,2
3,2400,45,2
3,2700,50,2
3,3000,56,2
3,3300,61,2
3,3600,48,2
3,3900,33,2
3,4200,19,2
3,4500,16,2
3,1260,24,2
3,1560,19,2
3,1860,25,2
3,2160,16,2
3,2460,12,2
3,2760,15,2
3,3060,10,2
3,3360,13,2
3,3660,10,2
3,3960,13,2
3,4260,11,2
3,4560,18,2
3,1320,17,2
3,1620,12,2
3,1920,9,2
3,2220,20,2
3,2520,13,2
3,2820,18,2
3,3120,11,2
3,3420,13,2
3,3720,8,2
3,4020,7,2
3,4320,11,2
3,4620,7,2
3,1380,6,2
3,1680,11,2
3,1980,8,2
3,2280,7,2
3,2580,5,2
3,2880,10,2
3,3180,2,2
3,3480,7,2
3,3780,4,2
3,4080,9,2
3,4380,6,2
3,4680,4,2
5,0,4,0
5,300,1,0
5,600,7,0
5,900,2,0
5,1200,6,0
5,1500,1,0
5,1800,3,0
5,2100,7,0
5,2400,1,0
5,2700,1,0
5,3000,3,0
5,3300,1,0
5,60,3,0
5,360,0,0
5,660,4,0
5,960,3,0
5,1260,2,0
5,1560,3,0
5,1860,1,0
5,2160,3,0
5,2460,1,0
5,2760,2,0
5,3060,1,0
5,3360,0,0
5,120,0,0
5,420,4,0
5,720,2,0
5,1020,3,0
5,1320,2,0
5,1620,2,0
5,1920,2,0
5,2220,2,0
5,2520,2,0
5,2820,0,0
5,3120,1,0
5,3420,7,0
5,180,1,0
5,480,1,0
5,780,1,0
5,1080,2,0
5,1380,2,0
5,1680,2,0
5,1980,2,0
5,2280,1,0
5,2580,0,0
5,2880,3,0
5,3180,1,0
5,3480,1,0
5,240,3,0
5,540,2,0
5,840,0,0
5,1140,4,0
5,1440,1,0
5,1740,3,0
5,2040,2,0
5,2340,1,0
5,2640,7,0
5,2940,7,0
5,3240,3,0
5,3540,8,0
5,300,6,0
5,600,3,0
5,900,4,0
5,1200,8,0
5,1500,7,0
5,1800,4,0
5,2100,7,0
5,2400,9,0
5,2700,16,0
5,3000,10,0
5,3300,12,0
5,3600,7,0
5,360,12,0
5,660,19,0
5,960,15,0
5,1260,14,0
5,1560,23,0
5,1860,23,0
5,2160,21,0
5,2460,21,0
5,2760,29,0
5,3060,21,0
5,3360,28,0
5,3660,34,0
5,420,26,0
5,720,48,0
5,1020,35,0
5,1320,41,0
5,1620,43,0
5,1920,35,0
5,2220,42,0
5,2520,30,0
5,2820,35,0
5,3120,26,0
5,3420,42,0
5,3720,23,0
5,480,27,0
5,780,40,0
5,1080,29,0
5,1380,19,0
5,1680,23,0
5,1980,28,0
5,2280,29,0
5,2580,36,0
5,2880,39,0
5,3180,43,0
5,3480,34,0
5,3780,19,0
5,540,36,1
5,840,34,1
5,1140,28,1
5,1440,31,1
5,1740,44,1
5,2040,38,1
5,2340,31,1
5,2640,39,1
5,2940,42,1
5,3240,34,1
5,3540,34,1
5,3840,32,1
5,600,28,1
5,900,17,1
5,1200,32,1
5,1500,23,1
5,1800,28,1
5,2100,37,1
5,2400,30,1
5,2700,30,1
5,3000,27,1
5,3300,29,1
5,3600,33,1
5,3900,17,1
5,660,21,1
5,960,21,1
5,1260,20,1
5,1560,29,1
5,1860,37,1
5,2160,35,1
5,2460,15,1
5,2760,22,1
5,3060,33,1
5,3360,33,1
5,3660,31,1
5,3960,38,1
5,720,27,0
5,1020,36,0
5,1320,30,0
5,1620,29,0
5,1920,25,0
5,2220,31,0
5,2520,28,0
5,2820,42,0
5,3120,29,0
5,3420,37,0
5,3720,38,0
5,4020,42,0
5,780,26,1
5,1080,37,1
5,1380,31,1
5,1680,26,1
5,1980,34,1
5,2280,31,1
5,2580,28,1
5,2880,32,1
5,3180,34,1
5,3480,27,1
5,3780,32,1
5,4080,17,1
5,840,27,1
5,1140,18,1
5,1440,29,1
5,1740,36,1
5,2040,37,1
5,2340,40,1
5,2640,32,1
5,2940,46,1
5,3240,33,1
5,3540,40,1
5,3840,39,1
5,4140,35,1
5,900,35,1
5,1200,28,1
5,1500,38,1
5,1800,35,1
5,2100,31,1
5,2400,44,1
5,2700,42,1
5,3000,32,1
5,3300,30,1
5,3600,32,1
5,3900,28,1
5,4200,32,1
5,960,22,1
5,1260,34,1
5,1560,28,1
5,1860,33,1
5,2160,31,1
5,2460,32,1
5,2760,30,1
5,3060,38,1
5,3360,25,1
5,3660,27,1
5,3960,22,1
5,4260,36,1
5,1020,31,2
5,1320,29,2
5,1620,25,2
5,1920,32,2
5,2220,38,2
5,2520,43,2
5,2820,44,2
5,3120,34,2
5,3420,29,2
5,3720,29,2
5,4020,26,2
5,4320,31,2
5,1080,24,2
5,1380,32,2
5,1680,31,2
5,1980,25,2
5,2280,39,2
5,2580,29,2
5,2880,33,2
5,3180,39,2
5,3480,25,2
5,3780,30,2
5,4080,27,2
5,4380,22,2
5,1140,29,2
5,1440,17,2
5,1740,19,2
5,2040,25,2
5,2340,22,2
5,2640,23,2
5,2940,30,2
5,3240,18,2
5,3540,24,2
5,3840,26,2
5,4140,14,2
5,4440,22,2
5,1200,15,2
5,1500,16,2
5,1800,12,2
5,2100,22,2
5,2400,19,2
5,2700,16,2
5,3000,25,2
5,3300,17,2
5,3600,21,2
5,3900,18,2
5,4200,19,2
5,4500,12,2
5,1260,13,2
5,1560,27,2
5,1860,19,2
5,2160,23,2
5,2460,26,2
5,2760,8,2
5,3060,14,2
5,3360,22,2
5,3660,21,2
5,3960,21,2
5,4260,23,2
5,4560,15,2
5,1320,31,2
5,1620,22,2
5,1920,24,2
5,2220,24,2
5,2520,18,2
5,2820,10,2
5,3120,47,2
5,3420,40,2
5,3720,57,2
5,4020,51,2
5,4320,16,2
5,4620,30,2
5,1380,11,2
5,1680,28,2
5,1980,17,2
5,2280,15,2
5,2580,12,2
5,2880,6,2
5,3180,7,2
5,3480,10,2
5,3780,4,2
5,4080,3,2
5,4380,8,2
5,4680,11,2
5,0,7,0
5,300,4,0
5,600,5,0
5,900,3,0
5,1200,6,0
5,1500,11,0
5,1800,2,0
5,2100,2,0
5,2400,2,0
5,2700,4,0
5,3000,8,0
5,3300,3,0
5,60,4,0
5,360,4,0
5,660,5,0
5,960,3,0
5,1260,1,0
5,1560,5,0
5,1860,0,0
5,2160,5,0
5,2460,1,0
5,2760,4,0
5,3060,1,0
5,3360,5,0
5,120,3,0
5,420,4,0
5,720,5,0
5,1020,4,0
5,1320,2,0
5,1620,3,0
5,1920,1,0
5,2220,0,0
5,2520,2,0
5,2820,2,0
5,3120,0,0
5,3420,2,0
5,180,1,0
5,480,2,0
5,780,0,0
5,1080,1,0
5,1380,2,0
5,1680,2,0
5,1980,1,0
5,2280,6,0
5,2580,1,0
5,2880,2,0
5,3180,0,0
5,3480,0,0
5,240,4,0
5,540,1,0
5,840,3,0
5,1140,5,0
5,1440,0,0
5,1740,0,0
5,2040,2,0
5,2340,3,0
5,2640,4,0
5,2940,6,0
5,3240,7,0
5,3540,8,0
5,300,5,0
5,600,7,0
5,900,7,0
5,1200,4,0
5,1500,7,0
5,1800,10,0
5,2100,17,0
5,2400,10,0
5,2700,17,0
5,3000,17,0
5,3300,5,0
5,3600,15,0
5,360,16,0
5,660,12,0
5,960,21,0
5,1260,19,0
5,1560,26,0
5,1860,20,0
5,2160,30,0
5,2460,11,0
5,2760,37,0
5,3060,29,0
5,3360,23,0
5,3660,18,0
5,420,29,0
5,720,24,0
5,1020,35,0
5,1320,34,0
5,1620,30,0
5,1920,41,0
5,2220,51,0
5,2520,33,0
5,2820,31,0
5,3120,43,0
5,3420,38,0
5,3720,26,0
5,480,33,0
5,780,23,0
5,1080,29,0
5,1380,33,0
5,1680,36,0
5,1980,28,0
5,2280,32,0
5,2580,23,0
5,2880,40,0
5,3180,37,0
5,3480,33,0
5,3780,36,0
5,540,38,1
5,840,34,1
5,1140,29,1
5,1440,34,1
5,1740,31,1
5,2040,30,1
5,2340,25,1
5,2640,35,1
5,2940,25,1
5,3240,24,1
5,3540,25,1
5,3840,21,1
5,600,24,1
5,900,28,1
5,1200,30,1
5,1500,34,1
5,1800,26,1
5,2100,22,1
5,2400,30,1
5,2700,28,1
5,3000,35,1
5,3300,26,1
5,3600,28,1
5,3900,28,1
5,660,20,1
5,960,27,1
5,1260,23,1
5,1560,30,1
5,1860,23,1
5,2160,22,1
5,2460,21,1
5,2760,28,1
5,3060,16,1
5,3360,18,1
5,3660,23,1
5,3960,18,1
5,720,24,0
5,1020,30,0
5,1320,30,0
5,1620,30,0
5,1920,18,0
5,2220,21,0
5,2520,35,0
5,2820,21,0
5,3120,19,0
5,3420,31,0
5,3720,24,0
5,4020,26,0
5,780,21,1
5,1080,23,1
5,1380,30,1
5,1680,24,1
5,1980,25,1
5,2280,21,1
5,2580,15,1
5,2880,17,1
5,3180,35,1
5,3480,16,1
5,3780,27,1
5,4080,30,1
5,840,35,1
5,1140,37,1
5,1440,27,1
5,1740,24,1
5,2040,28,1
5,2340,29,1
5,2640,22,1
5,2940,36,1
5,3240,31,1
5,3540,35,1
5,3840,20,1
5,4140,27,1
5,900,35,1
5,1200,38,1
5,1500,34,1
5,1800,38,1
5,2100,38,1
5,2400,44,1
5,2700,30,1
5,3000,32,1
5,3300,35,1
5,3600,39,1
5,3900,35,1
5,4200,35,1
5,960,30,1
5,1260,36,1
5,1560,39,1
5,1860,31,1
5,2160,37,1
5,2460,37,1
5,2760,25,1
5,3060,44,1
5,3360,32,1
5,3660,37,1
5,3960,33,1
5,4260,31,1
5,1020,34,2
5,1320,40,2
5,1620,31,2
5,1920,46,2
5,2220,42,2
5,2520,41,2
5,2820,25,2
5,3120,26,2
5,3420,30,2
5,3720,38,2
5,4020,39,2
5,4320,44,2
5,1080,33,2
5,1380,24,2
5,1680,36,2
5,1980,28,2
5,2280,32,2
5,2580,28,2
5,2880,34,2
5,3180,23,2
5,3480,18,2
5,3780,23,2
5,4080,43,2
5,4380,28,2
5,1140,29,2
5,1440,24,2
5,1740,29,2
5,2040,27,2
5,2340,40,2
5,2640,22,2
5,2940,17,2
5,3240,31,2
5,3540,27,2
5,3840,25,2
5,4140,37,2
5,4440,20,2
5,1200,28,2
5,1500,26,2
5,1800,31,2
5,2100,19,2
5,2400,20,2
5,2700,16,2
5,3000,24,2
5,3300,11,2
5,3600,19,2
5,3900,20,2
5,4200,20,2
5,4500,9,2
5,1260,32,2
5,1560,19,2
5,1860,26,2
5,2160,32,2
5,2460,32,2
5,2760,19,2
5,3060,29,2
5,3360,21,2
5,3660,30,2
5,3960,19,2
5,4260,10,2
5,4560,14,2
5,1320,21,2
5,1620,30,2
5,1920,41,2
5,2220,37,2
5,2520,53,2
5,2820,49,2
5,3120,48,2
5,3420,44,2
5,3720,43,2
5,4020,45,2
5,4320,42,2
5,4620,49,2
5,1380,45,2
5,1680,37,2
5,1980,27,2
5,2280,35,2
5,2580,32,2
5,2880,25,2
5,3180,23,2
5,3480,15,2
5,3780,4,2
5,4080,6,2
5,4380,9,2
5,4680,7,2
1,0,2,0
1,300,6,0
1,600,2,0
1,900,3,0
1,1200,3,0
1,1500,3,0
1,1800,7,0
1,2100,3,0
1,2400,3,0
1,2700,8,0
1,3000,8,0
1,3300,7,0
1,60,6,0
1,360,2,0
1,660,4,0
1,960,6,0
1,1260,8,0
1,1560,0,0
1,1860,2,0
1,2160,8,0
1,2460,2,0
1,2760,2,0
1,3060,0,0
1,3360,5,0
1,120,2,0
1,420,2,0
1,720,2,0
1,1020,2,0
1,1320,3,0
1,1620,2,0
1,1920,2,0
1,2220,2,0
1,2520,1,0
1,2820,0,0
1,3120,2,0
1,3420,5,0
1,180,0,0
1,480,2,0
1,780,2,0
1,1080,1,0
1,1380,0,0
1,1680,2,0
1,1980,0,0
1,2280,0,0
1,2580,1,0
1,2880,1,0
1,3180,2,0
1,3480,0,0
1,240,1,0
1,540,2,0
1,840,2,0
1,1140,3,0
1,1440,1,0
1,1740,2,0
1,2040,1,0
1,2340,0,0
1,2640,4,0
1,2940,8,0
1,3240,8,0
1,3540,2,0
1,300,6,0
1,600,5,0
1,900,6,0
1,1200,3,0
1,1500,3,0
1,1800,4,0
1,2100,10,0
1,2400,17,0
1,2700,14,0
1,3000,14,0
1,3300,12,0
1,3600,15,0
1,360,5,0
1,660,10,0
1,960,21,0
1,1260,16,0
1,1560,17,0
1,1860,25,0
1,2160,16,0
1,2460,22,0
1,2760,22,0
1,3060,24,0
1,3360,18,0
1,3660,33,0
1,420,21,0
1,720,39,0
1,1020,43,0
1,1320,45,0
1,1620,35,0
1,1920,32,0
1,2220,31,0
1,2520,43,0
1,2820,33,0
1,3120,39,0
1,3420,32,0
1,3720,44,0
1,480,22,0
1,780,33,0
1,1080,27,0
1,1380,37,0
1,1680,29,0
1,1980,29,0
1,2280,31,0
1,2580,38,0
1,2880,34,0
1,3180,36,0
1,3480,45,0
1,3780,45,0
1,540,36,1
1,840,42,1
1,1140,23,1
1,1440,30,1
1,1740,45,1
1,2040,44,1
1,2340,30,1
1,2640,35,1
1,2940,43,1
1,3240,42,1
1,3540,35,1
1,3840,39,1
1,600,37,1
1,900,32,1
1,1200,24,1
1,1500,19,1
1,1800,23,1
1,2100,19,1
1,2400,24,1
1,2700,28,1
1,3000,27,1
1,3300,27,1
1,3600,28,1
1,3900,18,1
1,660,25,1
1,960,23,1
1,1260,28,1
1,1560,19,1
1,1860,30,1
1,2160,17,1
1,2460,35,1
1,2760,31,1
1,3060,24,1
1,3360,19,1
1,3660,19,1
1,3960,30,1
1,720,25,0
1,1020,27,0
1,1320,31,0
1,1620,27,0
1,1920,33,0
1,2220,33,0
1,2520,19,0
1,2820,29,0
1,3120,28,0
1,3420,27,0
1,3720,24,0
1,4020,14,0
1,780,17,1
1,1080,15,1
1,1380,36,1
1,1680,29,1
1,1980,25,1
1,2280,26,1
1,2580,23,1
1,2880,26,1
1,3180,34,1
1,3480,30,1
1,3780,27,1
1,4080,27,1
1,840,27,1
1,1140,26,1
1,1440,22,1
1,1740,21,1
1,2040,26,1
1,2340,29,1
1,2640,39,1
1,2940,36,1
1,3240,27,1
1,3540,24,1
1,3840,32,1
1,4140,33,1
1,900,27,1
1,1200,28,1
1,1500,41,1
1,1800,54,1
1,2100,44,1
1,2400,29,1
1,2700,34,1
1,3000,37,1
1,3300,32,1
1,3600,37,1
1,3900,42,1
1,4200,27,1
1,960,20,1
1,1260,38,1
1,1560,31,1
1,1860,30,1
1,2160,39,1
1,2460,26,1
1,2760,28,1
1,3060,24,1
1,3360,26,1
1,3660,32,1
1,3960,32,1
1,4260,26,1
1,1020,22,2
1,1320,40,2
1,1620,37,2
1,1920,37,2
1,2220,20,2
1,2520,24,2
1,2820,26,2
1,3120,29,2
1,3420,28,2
1,3720,27,2
1,4020,33,2
1,4320,37,2
1,1080,33,2
1,1380,30,2
1,1680,32,2
1,1980,32,2
1,2280,31,2
1,2580,23,2
1,2880,27,2
1,3180,31,2
1,3480,29,2
1,3780,34,2
1,4080,20,2
1,4380,32,2
1,1140,40,2
1,1440,24,2
1,1740,26,2
1,2040,26,2
1,2340,31,2
1,2640,27,2
1,2940,44,2
1,3240,39,2
1,3540,36,2
1,3840,19,2
1,4140,28,2
1,4440,11,2
1,1200,9,2
1,1500,21,2
1,1800,16,2
1,2100,22,2
1,2400,19,2
1,2700,23,2
1,3000,14,2
1,3300,17,2
1,3600,10,2
1,3900,12,2
1,4200,16,2
1,4500,26,2
1,1260,20,2
1,1560,12,2
1,1860,24,2
1,2160,16,2
1,2460,26,2
1,2760,16,2
1,3060,14,2
1,3360,35,2
1,3660,24,2
1,3960,25,2
1,4260,33,2
1,4560,16,2
1,1320,21,2
1,1620,31,2
1,1920,29,2
1,2220,32,2
1,2520,25,2
1,2820,19,2
1,3120,44,2
1,3420,21,2
1,3720,16,2
1,4020,16,2
1,4320,17,2
1,4620,8,2
1,1380,13,2
1,1680,23,2
1,1980,13,2
1,2280,12,2
1,2580,13,2
1,2880,9,2
1,3180,13,2
1,3480,12,2
1,3780,12,2
1,4080,6,2
1,4380,6,2
1,4680,5,2
1,0,7,0
1,300,7,0
1,600,6,0
1,900,6,0
1,1200,8,0
1,1500,7,0
1,1800,9,0
1,2100,4,0
1,2400,8,0
1,2700,4,0
1,3000,3,0
1,3300,5,0
1,60,5,0
1,360,1,0
1,660,7,0
1,960,2,0
1,1260,1,0
1,1560,1,0
1,1860,3,0
1,2160,4,0
1,2460,2,0
1,2760,3,0
1,3060,4,0
1,3360,3,0
1,120,6,0
1,420,5,0
1,720,2,0
1,1020,3,0
1,1320,4,0
1,1620,2,0
1,1920,1,0
1,2220,2,0
1,2520,4,0
1,2820,3,0
1,3120,3,0
1,3420,2,0
1,180,1,0
1,480,4,0
1,780,0,0
1,1080,1,0
1,1380,5,0
1,1680,2,0
1,1980,0,0
1,2280,3,0
1,2580,0,0
1,2880,0,0
1,3180,3,0
1,3480,1,0
1,240,1,0
1,540,1,0
1,840,2,0
1,1140,7,0
1,1440,2,0
1,1740,4,0
1,2040,3,0
1,2340,2,0
1,2640,4,0
1,2940,4,0
1,3240,6,0
1,3540,6,0
1,300,5,0
1,600,4,0
1,900,6,0
1,1200,4,0
1,1500,9,0
1,1800,7,0
1,2100,11,0
1,2400,7,0
1,2700,10,0
1,3000,27,0
1,3300,13,0
1,3600,8,0
1,360,18,0
1,660,21,0
1,960,17,0
1,1260,15,0
1,1560,18,0
1,1860,17,0
1,2160,18,0
1,2460,20,0
1,2760,32,0
1,3060,26,0
1,3360,31,0
1,3660,25,0
1,420,30,0
1,720,44,0
1,1020,42,0
1,1320,41,0
1,1620,32,0
1,1920,22,0
1,2220,35,0
1,2520,19,0
1,2820,21,0
1,3120,31,0
1,3420,21,0
1,3720,29,0
1,480,42,0
1,780,29,0
1,1080,32,0
1,1380,34,0
1,1680,19,0
1,1980,28,0
1,2280,38,0
1,2580,32,0
1,2880,36,0
1,3180,36,0
1,3480,44,0
1,3780,42,0
1,540,33,1
1,840,34,1
1,1140,35,1
1,1440,27,1
1,1740,34,1
1,2040,35,1
1,2340,33,1
1,2640,34,1
1,2940,22,1
1,3240,31,1
1,3540,26,1
1,3840,20,1
1,600,33,1
1,900,33,1
1,1200,27,1
1,1500,24,1
1,1800,18,1
1,2100,28,1
1,2400,28,1
1,2700,24,1
1,3000,29,1
1,3300,21,1
1,3600,24,1
1,3900,22,1
1,660,20,1
1,960,22,1
1,1260,34,1
1,1560,35,1
1,1860,28,1
1,2160,38,1
1,2460,19,1
1,2760,37,1
1,3060,32,1
1,3360,38,1
1,3660,22,1
1,3960,22,1
1,720,23,0
1,1020,26,0
1,1320,27,0
1,1620,27,0
1,1920,27,0
1,2220,30,0
1,2520,23,0
1,2820,22,0
1,3120,21,0
1,3420,21,0
1,3720,25,0
1,4020,29,0
1,780,34,1
1,1080,29,1
1,1380,39,1
1,1680,27,1
1,1980,35,1
1,2280,27,1
1,2580,15,1
1,2880,24,1
1,3180,22,1
1,3480,25,1
1,3780,20,1
1,4080,25,1
1,840,29,1
1,1140,26,1
1,1440,26,1
1,1740,35,1
1,2040,33,1
1,2340,27,1
1,2640,44,1
1,2940,31,1
1,3240,46,1
1,3540,28,1
1,3840,30,1
1,4140,30,1
1,900,30,1
1,1200,22,1
1,1500,35,1
1,1800,29,1
1,2100,31,1
1,2400,31,1
1,2700,40,1
1,3000,39,1
1,3300,28,1
1,3600,25,1
1,3900,34,1
1,4200,27,1
1,960,33,1
1,1260,33,1
1,1560,30,1
1,1860,33,1
1,2160,38,1
1,2460,29,1
1,2760,34,1
1,3060,31,1
1,3360,26,1
1,3660,33,1
1,3960,25,1
1,4260,24,1
1,1020,40,2
1,1320,33,2
1,1620,34,2
1,1920,31,2
1,2220,31,2
1,2520,29,2
1,2820,38,2
1,3120,30,2
1,3420,21,2
1,3720,31,2
1,4020,38,2
1,4320,32,2
1,1080,35,2
1,1380,30,2
1,1680,33,2
1,1980,33,2
1,2280,29,2
1,2580,31,2
1,2880,46,2
1,3180,37,2
1,3480,33,2
1,3780,34,2
1,4080,37,2
1,4380,28,2
1,1140,20,2
1,1440,31,2
1,1740,37,2
1,2040,29,2
1,2340,37,2
1,2640,36,2
1,2940,34,2
1,3240,39,2
1,3540,27,2
1,3840,39,2
1,4140,34,2
1,4440,35,2
1,1200,31,2
1,1500,22,2
1,1800,29,2
1,2100,25,2
1,2400,14,2
1,2700,23,2
1,3000,18,2
1,3300,18,2
1,3600,10,2
1,3900,18,2
1,4200,32,2
1,4500,21,2
1,1260,21,2
1,1560,30,2
1,1860,22,2
1,2160,28,2
1,2460,19,2
1,2760,28,2
1,3060,26,2
1,3360,28,2
1,3660,28,2
1,3960,22,2
1,4260,21,2
1,4560,29,2
1,1320,22,2
1,1620,30,2
1,1920,37,2
1,2220,46,2
1,2520,34,2
1,2820,37,2
1,3120,22,2
1,3420,35,2
1,3720,31,2
1,4020,32,2
1,4320,22,2
1,4620,36,2
1,1380,17,2
1,1680,22,2
1,1980,52,2
1,2280,33,2
1,2580,41,2
1,2880,46,2
1,3180,23,2
1,3480,23,2
1,3780,19,2
1,4080,16,2
1,4380,16,2
1,4680,11,2
4,0,19,0
4,300,10,0
4,600,15,0
4,900,11,0
4,1200,11,0
4,1500,5,0
4,1800,6,0
4,2100,9,0
4,2400,7,0
4,2700,4,0
4,3000,12,0
4,3300,7,0
4,60,6,0
4,360,9,0
4,660,12,0
4,960,8,0
4,1260,5,0
4,1560,7,0
4,1860,5,0
4,2160,4,0
4,2460,12,0
4,2760,13,0
4,3060,4,0
4,3360,9,0
4,120,7,0
4,420,4,0
4,720,8,0
4,1020,2,0
4,1320,7,0
4,1620,12,0
4,1920,6,0
4,2220,4,0
4,2520,6,0
4,2820,6,0
4,3120,2,0
4,3420,3,0
4,180,8,0
4,480,6,0
4,780,4,0
4,1080,0,0
4,1380,1,0
4,1680,4,0
4,1980,1,0
4,2280,3,0
4,2580,0,0
4,2880,1,0
4,3180,2,0
4,3480,0,0
4,240,0,0
4,540,0,0
4,840,2,0
4,1140,3,0
4,1440,2,0
4,1740,3,0
4,2040,5,0
4,2340,1,0
4,2640,6,0
4,2940,3,0
4,3240,5,0
4,3540,3,0
4,300,3,0
4,600,2,0
4,900,4,0
4,1200,2,0
4,1500,5,0
4,1800,9,0
4,2100,6,0
4,2400,4,0
4,2700,5,0
4,3000,2,0
4,3300,3,0
4,3600,2,0
4,360,5,0
4,660,3,0
4,960,12,0
4,1260,4,0
4,1560,15,0
4,1860,7,0
4,2160,10,0
4,2460,8,0
4,2760,6,0
4,3060,12,0
4,3360,11,0
4,3660,11,0
4,420,6,0
4,720,12,0
4,1020,17,0
4,1320,12,0
4,1620,10,0
4,1920,9,0
4,2220,10,0
4,2520,16,0
4,2820,19,0
4,3120,9,0
4,3420,19,0
4,3720,13,0
4,480,10,0
4,780,11,0
4,1080,18,0
4,1380,21,0
4,1680,13,0
4,1980,6,0
4,2280,18,0
4,2580,17,0
4,2880,20,0
4,3180,26,0
4,3480,16,0
4,3780,16,0
4,540,15,1
4,840,13,1
4,1140,18,1
4,1440,14,1
4,1740,8,1
4,2040,21,1
4,2340,13,1
4,2640,20,1
4,2940,21,1
4,3240,34,1
4,3540,23,1
4,3840,21,1
4,600,35,1
4,900,22,1
4,1200,23,1
4,1500,8,1
4,1800,24,1
4,2100,27,1
4,2400,27,1
4,2700,24,1
4,3000,23,1
4,3300,22,1
4,3600,30,1
4,3900,38,1
4,660,21,1
4,960,28,1
4,1260,20,1
4,1560,25,1
4,1860,12,1
4,2160,16,1
4,2460,27,1
4,2760,20,1
4,3060,26,1
4,3360,23,1
4,3660,24,1
4,3960,22,1
4,720,22,0
4,1020,30,0
4,1320,21,0
4,1620,19,0
4,1920,14,0
4,2220,27,0
4,2520,27,0
4,2820,39,0
4,3120,27,0
4,3420,36,0
4,3720,12,0
4,4020,29,0
4,780,24,1
4,1080,37,1
4,1380,35,1
4,1680,22,1
4,1980,25,1
4,2280,34,1
4,2580,38,1
4,2880,36,1
4,3180,28,1
4,3480,35,1
4,3780,24,1
4,4080,21,1
4,840,25,1
4,1140,31,1
4,1440,43,1
4,1740,37,1
4,2040,36,1
4,2340,22,1
4,2640,29,1
4,2940,27,1
4,3240,36,1
4,3540,33,1
4,3840,25,1
4,4140,30,1
4,900,24,1
4,1200,22,1
4,1500,29,1
4,1800,30,1
4,2100,38,1
4,2400,28,1
4,2700,27,1
4,3000,27,1
4,3300,23,1
4,3600,23,1
4,3900,34,1
4,4200,34,1
4,960,39,1
4,1260,29,1
4,1560,37,1
4,1860,30,1
4,2160,37,1
4,2460,28,1
4,2760,13,1
4,3060,37,1
4,3360,27,1
4,3660,33,1
4,3960,27,1
4,4260,27,1
4,1020,27,2
4,1320,35,2
4,1620,19,2
4,1920,38,2
4,2220,29,2
4,2520,31,2
4,2820,32,2
4,3120,24,2
4,3420,29,2
4,3720,29,2
4,4020,28,2
4,4320,13,2
4,1080,36,2
4,1380,22,2
4,1680,29,2
4,1980,27,2
4,2280,41,2
4,2580,35,2
4,2880,30,2
4,3180,23,2
4,3480,28,2
4,3780,33,2
4,4080,29,2
4,4380,23,2
4,1140,23,2
4,1440,22,2
4,1740,31,2
4,2040,27,2
4,2340,26,2
4,2640,24,2
4,2940,27,2
4,3240,30,2
4,3540,18,2
4,3840,26,2
4,4140,12,2
4,4440,17,2
4,1200,17,2
4,1500,22,2
4,1800,21,2
4,2100,20,2
4,2400,21,2
4,2700,26,2
4,3000,19,2
4,3300,19,2
4,3600,20,2
4,3900,19,2
4,4200,16,2
4,4500,29,2
4,1260,25,2
4,1560,28,2
